Date,Exchange Rate
2012-06-19,6.5
2012-06-18,6.3
2012-06-17,6.2
2012-06-16,6.4
2012-06-15,6.5
2012-06-14,5.9
2012-06-13,5.9
2012-06-12,5.7
2012-06-11,5.6
2012-06-10,5.5
2012-06-09,5.6
2012-06-08,5.6
2012-06-07,5.6
2012-06-06,5.5
2012-06-05,5.4
2012-06-04,5.3
2012-06-03,5.2
2012-06-02,5.3
2012-06-01,5.3
2012-05-31,5.2
2012-05-30,5.1
2012-05-29,5.2
2012-05-28,5.1
2012-05-27,5.1
2012-05-26,5.1
2012-05-25,5.2
2012-05-24,5.1
2012-05-23,5.1
2012-05-22,5.1
2012-05-21,5.1
2012-05-20,5.1
2012-05-19,5.1
2012-05-18,5.1
2012-05-17,5.1
2012-05-16,5.1
2012-05-15,5.0
2012-05-14,5.0
2012-05-13,4.9
2012-05-12,4.9
2012-05-11,5.0
2012-05-10,4.8
2012-05-09,5.0
2012-05-08,5.1
2012-05-07,5.1
2012-05-06,5.1
2012-05-05,5.1
2012-05-04,5.1
2012-05-03,5.1
2012-05-02,5.1
2012-05-01,5.0
2012-04-30,4.9
2012-04-29,4.9
2012-04-28,5.0
2012-04-27,5.1
2012-04-26,5.1
2012-04-25,5.1
2012-04-24,5.1
2012-04-23,5.0
2012-04-22,5.2
2012-04-21,5.3
2012-04-20,5.3
2012-04-19,5.1
2012-04-18,5.1
2012-04-17,5.0
2012-04-16,4.9
2012-04-15,5.0
2012-04-14,5.0
2012-04-13,4.9
2012-04-12,4.9
2012-04-11,4.9
2012-04-10,4.8
2012-04-09,4.9
2012-04-08,4.8
2012-04-07,4.7
2012-04-06,4.9
2012-04-05,4.9
2012-04-04,4.9
2012-04-03,4.9
2012-04-02,5.0
2012-04-01,4.8
2012-03-31,4.9
2012-03-30,4.9
2012-03-29,4.8
2012-03-28,4.8
2012-03-27,4.8
2012-03-26,4.6
2012-03-25,4.6
2012-03-24,4.7
2012-03-23,4.7
2012-03-22,4.7
2012-03-21,4.8
2012-03-20,4.8
2012-03-19,4.7
2012-03-18,5.3
2012-03-17,5.2
2012-03-16,5.3
2012-03-15,5.3
2012-03-14,5.4
2012-03-13,5.3
2012-03-12,4.9
2012-03-11,4.9
2012-03-10,4.8
2012-03-09,4.9
2012-03-08,4.9
2012-03-07,4.9
2012-03-06,5.0
2012-03-05,5.0
2012-03-04,4.8
2012-03-03,4.6
2012-03-02,4.7
2012-03-01,4.9
2012-02-29,4.9
2012-02-28,4.9
2012-02-27,5.0
2012-02-26,4.9
2012-02-25,4.8
2012-02-24,5.0
2012-02-23,5.0
2012-02-22,4.4
2012-02-21,4.3
2012-02-20,4.4
2012-02-19,4.4
2012-02-18,4.2
2012-02-17,4.4
2012-02-16,4.3
2012-02-15,4.3
2012-02-14,4.5
2012-02-13,5.3
2012-02-12,5.5
2012-02-11,5.6
2012-02-10,5.9
2012-02-09,5.8
2012-02-08,5.6
2012-02-07,5.7
2012-02-06,5.4
2012-02-05,5.7
2012-02-04,5.9
2012-02-03,6.0
2012-02-02,6.1
